GONo,ABNo,Time,Vb [m3],VbT [m3],Vm [m3],VmT [m3],Diffrence,p.MP  [ bar],p.MP  [ psig],T.MP [{C],K.MP,C.MP,St.2,St.4,St.7,St.6,StSy,Ev,Check
13459,13446,"2025-02-03,19:00:00",1318647.361,1318647.361,692075,692075,0,2.11665,15.99946827,24.57,0.99812,2.02109,0,14,0,0,15,0x8104,CRC Ok
13460,13447,"2025-02-03,20:00:00",1318647.361,1318647.361,692075,692075,0,2.06622,15.26804164,24.72,0.99823,1.97177,0,14,0,0,15,0x8104,CRC Ok
13461,13448,"2025-02-03,21:00:00",1318647.361,1318647.361,692075,692075,273,2.06788,15.29211794,24.66,0.99823,1.97373,0,14,0,0,15,0x8104,CRC Ok
13462,13449,"2025-02-03,22:00:00",1319188.92,1319188.92,692348,692348,273,2.07476,15.39190409,24.27,0.99821,1.98295,0,14,0,0,15,0x8104,CRC Ok
13463,13450,"2025-02-03,23:00:00",1319731.908,1319731.908,692621,692621,217,2.08599,15.55478176,24.01,0.99817,1.9955,0,14,0,0,15,0x8104,CRC Ok
13464,13451,"2025-02-04,00:00:00",1320163.24,1320163.24,692838,692838,295,2.10906,15.88938443,23.91,0.99812,2.0183,0,14,0,0,15,0x8104,CRC Ok
13465,13452,"2025-02-04,01:00:00",1320750.049,1320750.049,693133,693133,296,2.07958,15.4618124,23.83,0.9982,1.99053,0,14,0,0,15,0x8104,CRC Ok
13466,13453,"2025-02-04,02:00:00",1321339.749,1321339.749,693429,693429,295,2.08285,15.50923983,23.7,0.99818,1.99455,0,14,0,0,15,0x8104,CRC Ok
13467,13454,"2025-02-04,03:00:00",1321928.016,1321928.016,693724,693724,231,2.07821,15.4419422,23.56,0.99817,1.99105,0,14,0,0,15,0x8104,CRC Ok
13468,13455,"2025-02-04,04:00:00",1322388.988,1322388.988,693955,693955,296,2.0954,15.69126252,23.44,0.99812,2.00845,0,14,0,0,15,0x8104,CRC Ok
13469,13456,"2025-02-04,05:00:00",1322979.735,1322979.735,694251,694251,206,2.08327,15.51533143,23.39,0.99815,1.99709,0,14,0,0,15,0x8104,CRC Ok
13470,13457,"2025-02-04,06:00:00",1323391.109,1323391.109,694457,694457,261,2.10419,15.81875092,23.29,0.9981,2.01793,0,14,0,0,15,0x8104,CRC Ok
13471,13458,"2025-02-04,07:00:00",1323911.051,1323911.051,694718,694718,298,2.09355,15.66443049,23.36,0.99814,2.00717,0,14,0,0,15,0x8104,CRC Ok
13472,13459,"2025-02-04,08:00:00",1324503.838,1324503.838,695016,695016,299,2.07426,15.38465219,23.54,0.99818,1.9874,0,14,0,0,15,0x8104,CRC Ok
13473,13460,"2025-02-04,09:00:00",1325096.693,1325096.693,695315,695315,275,2.06863,15.30299579,23.7,0.99817,1.98092,0,14,0,0,15,0x8104,CRC Ok
13474,13461,"2025-02-04,10:00:00",1325631.902,1325631.902,695590,695590,282,2.04425,14.94939315,23.92,0.99825,1.95601,0,14,0,0,15,0x8104,CRC Ok
13475,13462,"2025-02-04,11:00:00",1326170.346,1326170.346,695872,695872,289,2.00941,14.44408076,24.08,0.99834,1.92147,0,14,0,0,15,0x8104,CRC Ok
13476,13463,"2025-02-04,12:00:00",1326700.291,1326700.291,696161,696161,287,1.91898,13.13250212,24.26,0.99849,1.8336,0,14,0,0,15,0x8104,CRC Ok
13477,13464,"2025-02-04,13:00:00",1327214.364,1327214.364,696448,696448,289,1.87531,12.49912118,24.44,0.9986,1.79057,0,14,0,0,15,0x8104,CRC Ok
13478,13465,"2025-02-04,14:00:00",1327732.421,1327732.421,696737,696737,290,1.87926,12.55641119,24.58,0.99859,1.79351,0,14,0,0,15,0x8104,CRC Ok
13479,13466,"2025-02-04,15:00:00",1328260.796,1328260.796,697027,697027,291,1.90947,12.99457099,24.62,0.99854,1.82217,0,14,0,0,15,0x8104,CRC Ok
13480,13467,"2025-02-04,16:00:00",1328801.238,1328801.238,697318,697318,292,1.94525,13.51351695,24.61,0.99848,1.8565,0,14,0,0,15,0x8104,CRC Ok
13481,13468,"2025-02-04,17:00:00",1329359.646,1329359.646,697610,697610,247,2.0023,14.34095874,24.56,0.99836,1.91152,0,14,0,0,15,0x8104,CRC Ok
13482,13469,"2025-02-04,18:00:00",1329848.14,1329848.14,697857,697857,0,2.09389,15.66936178,24.47,0.99817,1.99993,0,14,0,0,15,0x8104,CRC Ok
13483,13470,"2025-02-04,19:00:00",1329848.14,1329848.14,697857,697857,0,2.17615,16.86244437,24.5,0.99801,2.07866,0,14,0,0,15,0x8104,CRC Ok
13484,13471,"2025-02-04,20:00:00",1329848.14,1329848.14,697857,697857,0,2.08381,15.52316348,24.47,0.9982,1.99028,0,14,0,0,15,0x8104,CRC Ok
13485,13472,"2025-02-04,21:00:00",1329848.14,1329848.14,697857,697857,87,2.09131,15.63194198,24.32,0.99818,1.99844,0,14,0,0,15,0x8104,CRC Ok
13486,13473,"2025-02-04,22:00:00",1330020.663,1330020.663,697944,697944,268,2.11598,15.98975072,24.15,0.99813,2.02337,0,14,0,0,15,0x8104,CRC Ok
13487,13474,"2025-02-04,23:00:00",1330552.796,1330552.796,698212,698212,237,2.09517,15.68792665,24.17,0.99816,2.00324,0,14,0,0,15,0x8104,CRC Ok
13488,13475,"2025-02-05,00:00:00",1331023.32,1331023.32,698449,698449,292,2.10343,15.80772803,24.07,0.99814,2.01182,0,14,0,0,15,0x8104,CRC Ok
13489,13476,"2025-02-05,01:00:00",1331603.885,1331603.885,698741,698741,293,2.07549,15.40249186,23.99,0.99819,1.98551,0,14,0,0,15,0x8104,CRC Ok
13490,13477,"2025-02-05,02:00:00",1332187.446,1332187.446,699034,699034,279,2.08297,15.51098029,23.89,0.99819,1.99337,0,14,0,0,15,0x8104,CRC Ok
13491,13478,"2025-02-05,03:00:00",1332743.755,1332743.755,699313,699313,293,2.09338,15.66196484,23.77,0.99815,2.00421,0,14,0,0,15,0x8104,CRC Ok
13492,13479,"2025-02-05,04:00:00",1333327.498,1333327.498,699606,699606,294,2.07966,15.46297271,23.69,0.99819,1.99152,0,14,0,0,15,0x8104,CRC Ok
13493,13480,"2025-02-05,05:00:00",1333913.265,1333913.265,699900,699900,158,2.0812,15.48530856,23.65,0.99819,1.99329,0,14,0,0,15,0x8104,CRC Ok
13494,13481,"2025-02-05,06:00:00",1334228.386,1334228.386,700058,700058,254,2.119,16.0335522,23.52,0.99809,2.03057,0,14,0,0,15,0x8104,CRC Ok
13495,13482,"2025-02-05,07:00:00",1334733.447,1334733.447,700312,700312,287,2.08523,15.54375887,23.69,0.99816,1.99696,0,14,0,0,15,0x8104,CRC Ok
13496,13483,"2025-02-05,08:00:00",1335300.594,1335300.594,700599,700599,289,2.06138,15.19784324,23.91,0.99821,1.97249,0,14,0,0,15,0x8104,CRC Ok
13497,13484,"2025-02-05,09:00:00",1335832.86,1335832.86,700888,700888,288,1.92795,13.26260121,24.03,0.99847,1.84364,0,14,0,0,15,0x8104,CRC Ok
13498,13485,"2025-02-05,10:00:00",1336346.039,1336346.039,701176,701176,287,1.86565,12.35901447,24.17,0.99859,1.78296,0,14,0,0,15,0x8104,CRC Ok
13499,13486,"2025-02-05,11:00:00",1336853.485,1336853.485,701463,701463,286,1.85076,12.14305289,24.36,0.99863,1.76759,0,14,0,0,15,0x8104,CRC Ok
13500,13487,"2025-02-05,12:00:00",1337349.95,1337349.95,701749,701749,286,1.81797,11.66747329,24.55,0.99869,1.73502,0,14,0,0,15,0x8104,CRC Ok
13501,13488,"2025-02-05,13:00:00",1337845.984,1337845.984,702035,702035,286,1.8161,11.64035118,24.72,0.99872,1.73219,0,14,0,0,15,0x8104,CRC Ok
13502,13489,"2025-02-05,14:00:00",1338343.133,1338343.133,702321,702321,279,1.82161,11.72026712,24.85,0.99872,1.73668,0,14,0,0,15,0x8104,CRC Ok
13503,13490,"2025-02-05,15:00:00",1338840.147,1338840.147,702600,702600,286,1.87926,12.55641119,24.92,0.99861,1.79142,0,14,0,0,15,0x8104,CRC Ok
13504,13491,"2025-02-05,16:00:00",1339357.854,1339357.854,702886,702886,285,1.89997,12.85678489,24.92,0.99858,1.81123,0,14,0,0,15,0x8104,CRC Ok
13505,13492,"2025-02-05,17:00:00",1339879.008,1339879.008,703171,703171,280,1.91943,13.13902883,24.87,0.99855,1.83014,0,14,0,0,15,0x8104,CRC Ok
13506,13493,"2025-02-05,18:00:00",1340411.556,1340411.556,703451,703451,0,2.01042,14.4587296,24.78,0.99836,1.91783,0,14,0,0,15,0x8104,CRC Ok
13507,13494,"2025-02-05,19:00:00",1340411.556,1340411.556,703451,703451,0,2.08602,15.55521688,24.84,0.9982,1.98986,0,14,0,0,15,0x8104,CRC Ok
13508,13495,"2025-02-05,20:00:00",1340411.556,1340411.556,703451,703451,0,2.07994,15.46703377,24.88,0.99821,1.9838,0,14,0,0,15,0x8104,CRC Ok
13509,13496,"2025-02-05,21:00:00",1340411.556,1340411.556,703451,703451,280,2.07972,15.46384294,24.84,0.99821,1.98387,0,14,0,0,15,0x8104,CRC Ok
13510,13497,"2025-02-05,22:00:00",1340966.874,1340966.874,703731,703731,237,2.07846,15.44556815,24.63,0.99823,1.98403,0,14,0,0,15,0x8104,CRC Ok
13511,13498,"2025-02-05,23:00:00",1341438.505,1341438.505,703968,703968,291,2.08859,15.59249164,24.49,0.99819,1.99474,0,14,0,0,15,0x8104,CRC Ok
13512,13499,"2025-02-06,00:00:00",1342017.314,1342017.314,704259,704259,278,2.08375,15.52229325,24.41,0.9982,1.99062,0,14,0,0,15,0x8104,CRC Ok
13513,13500,"2025-02-06,01:00:00",1342570.452,1342570.452,704537,704537,282,2.08193,15.49589633,24.33,0.99821,1.9894,0,14,0,0,15,0x8104,CRC Ok
13514,13501,"2025-02-06,02:00:00",1343132.571,1343132.571,704819,704819,168,2.08327,15.51533143,24.21,0.99819,1.99152,0,14,0,0,15,0x8104,CRC Ok
13515,13502,"2025-02-06,03:00:00",1343469.234,1343469.234,704987,704987,298,2.1454,16.41645252,24.06,0.99806,2.05219,0,14,0,0,15,0x8104,CRC Ok
13516,13503,"2025-02-06,04:00:00",1344063.148,1344063.148,705285,705285,258,2.08249,15.50401846,24,0.9982,1.99214,0,14,0,0,15,0x8104,CRC Ok
13517,13504,"2025-02-06,05:00:00",1344578.993,1344578.993,705543,705543,133,2.1115,15.9247737,23.94,0.99814,2.02045,0,14,0,0,15,0x8104,CRC Ok
13518,13505,"2025-02-06,06:00:00",1344844.399,1344844.399,705676,705676,253,2.1379,16.30767402,23.82,0.99806,2.04665,0,14,0,0,15,0x8104,CRC Ok
13519,13506,"2025-02-06,07:00:00",1345347.27,1345347.27,705929,705929,291,2.09937,15.74884261,24.01,0.99816,2.00829,0,14,0,0,15,0x8104,CRC Ok
13520,13507,"2025-02-06,08:00:00",1345915.863,1345915.863,706220,706220,291,2.04077,14.89891993,24.19,0.99826,1.95086,0,14,0,0,15,0x8104,CRC Ok
13521,13508,"2025-02-06,09:00:00",1346448.641,1346448.641,706511,706511,284,1.91702,13.10407468,24.28,0.9985,1.83155,0,14,0,0,15,0x8104,CRC Ok
13522,13509,"2025-02-06,10:00:00",1346960.131,1346960.131,706795,706795,288,1.89852,12.83575438,24.41,0.99854,1.81302,0,14,0,0,15,0x8104,CRC Ok
13523,13510,"2025-02-06,11:00:00",1347478.079,1347478.079,707083,707083,283,1.88662,12.66315916,24.58,0.99858,1.80059,0,14,0,0,15,0x8104,CRC Ok
13524,13511,"2025-02-06,12:00:00",1347977.751,1347977.751,707366,707366,287,1.85269,12.17104522,24.79,0.99865,1.76681,0,14,0,0,15,0x8104,CRC Ok
13525,13512,"2025-02-06,13:00:00",1348481.169,1348481.169,707653,707653,277,1.84062,11.99598436,24.98,0.99869,1.75412,0,14,0,0,15,0x8104,CRC Ok
13526,13513,"2025-02-06,14:00:00",1348971.037,1348971.037,707930,707930,284,1.86733,12.38338085,25.12,0.99865,1.77881,0,14,0,0,15,0x8104,CRC Ok
13527,13514,"2025-02-06,15:00:00",1349476.629,1349476.629,708214,708214,288,1.87055,12.43008309,25.17,0.99864,1.78161,0,14,0,0,15,0x8104,CRC Ok
13528,13515,"2025-02-06,16:00:00",1349999.404,1349999.404,708502,708502,284,1.90487,12.92785351,25.16,0.99858,1.81448,0,14,0,0,15,0x8104,CRC Ok
13529,13516,"2025-02-06,17:00:00",1350523.665,1350523.665,708786,708786,274,1.94785,13.55122683,25.11,0.99849,1.85585,0,14,0,0,15,0x8104,CRC Ok
13530,13517,"2025-02-06,18:00:00",1351046.319,1351046.319,709060,709060,41,2.00774,14.41985941,25.01,0.99837,1.91378,0,14,0,0,15,0x8104,CRC Ok
13531,13518,"2025-02-06,19:00:00",1351127.263,1351127.263,709101,709101,0,2.19079,17.07478,25.03,0.99801,2.08887,0,14,0,0,15,0x8104,CRC Ok
13532,13519,"2025-02-06,20:00:00",1351127.263,1351127.263,709101,709101,0,2.11587,15.98815531,25.21,0.99816,2.01594,0,14,0,0,15,0x8104,CRC Ok
13533,13520,"2025-02-06,21:00:00",1351127.263,1351127.263,709101,709101,279,2.07443,15.38711783,25.21,0.99825,1.97631,0,14,0,0,15,0x8104,CRC Ok
13534,13521,"2025-02-06,22:00:00",1351679.451,1351679.451,709380,709380,229,2.07627,15.41380483,24.83,0.99823,1.98058,0,14,0,0,15,0x8104,CRC Ok
13535,13522,"2025-02-06,23:00:00",1352135.622,1352135.622,709609,709609,250,2.13065,16.20252147,24.59,0.99812,2.03433,0,14,0,0,15,0x8104,CRC Ok
13536,13523,"2025-02-07,00:00:00",1352633.596,1352633.596,709859,709859,292,2.1059,15.84355242,24.47,0.99816,2.01143,0,14,0,0,15,0x8104,CRC Ok
13537,13524,"2025-02-07,01:00:00",1353215.01,1353215.01,710151,710151,293,2.08347,15.51823219,24.37,0.99821,1.99055,0,14,0,0,15,0x8104,CRC Ok
13538,13525,"2025-02-07,02:00:00",1353799.474,1353799.474,710444,710444,292,2.08683,15.56696495,24.23,0.99819,1.99477,0,14,0,0,15,0x8104,CRC Ok
13539,13526,"2025-02-07,03:00:00",1354382.625,1354382.625,710736,710736,283,2.08907,15.59945347,24.07,0.99819,1.99796,0,14,0,0,15,0x8104,CRC Ok
13540,13527,"2025-02-07,04:00:00",1354948.836,1354948.836,711019,711019,293,2.08997,15.61250689,23.93,0.99817,1.99985,0,14,0,0,15,0x8104,CRC Ok
13541,13528,"2025-02-07,05:00:00",1355534.825,1355534.825,711312,711312,225,2.08826,15.58770539,23.83,0.99816,1.99888,0,14,0,0,15,0x8104,CRC Ok
13542,13529,"2025-02-07,06:00:00",1355985.891,1355985.891,711537,711537,255,2.11262,15.94101796,23.7,0.99811,2.02318,0,14,0,0,15,0x8104,CRC Ok
13543,13530,"2025-02-07,07:00:00",1356496.866,1356496.866,711792,711792,293,2.10623,15.84833867,23.68,0.99812,2.01719,0,14,0,0,15,0x8104,CRC Ok
13544,13531,"2025-02-07,08:00:00",1357081.647,1357081.647,712085,712085,293,2.08509,15.54172834,23.88,0.99818,1.99544,0,14,0,0,15,0x8104,CRC Ok
13545,13532,"2025-02-07,09:00:00",1357665.853,1357665.853,712378,712378,292,2.08269,15.50691922,24.04,0.99818,1.9921,0,14,0,0,15,0x8104,CRC Ok
13546,13533,"2025-02-07,10:00:00",1358244.944,1358244.944,712670,712670,292,2.077,15.4243926,24.25,0.99821,1.98518,0,14,0,0,15,0x8104,CRC Ok
13547,13534,"2025-02-07,11:00:00",1358825.229,1358825.229,712962,712962,291,2.08112,15.48414826,24.42,0.99821,1.98803,0,14,0,0,15,0x8104,CRC Ok
13548,13535,"2025-02-07,12:00:00",1359401.85,1359401.85,713253,713253,287,2.07655,15.41786589,24.6,0.99821,1.98242,0,14,0,0,15,0x8104,CRC Ok
13549,13536,"2025-02-07,13:00:00",1359969.831,1359969.831,713540,713540,284,2.08795,15.58320921,24.75,0.9982,1.99231,0,14,0,0,15,0x8104,CRC Ok
13550,13537,"2025-02-07,14:00:00",1360533.134,1360533.134,713824,713824,290,2.07781,15.43614068,24.83,0.99824,1.98205,0,14,0,0,15,0x8104,CRC Ok
13551,13538,"2025-02-07,15:00:00",1361106.958,1361106.958,714114,714114,259,2.0756,15.40408728,24.84,0.99823,1.97992,0,14,0,0,15,0x8104,CRC Ok
13552,13539,"2025-02-07,16:00:00",1361621.165,1361621.165,714373,714373,291,2.08725,15.57305655,24.85,0.9982,1.99099,0,14,0,0,15,0x8104,CRC Ok
13553,13540,"2025-02-07,17:00:00",1362199.243,1362199.243,714664,714664,266,2.08372,15.52185814,24.72,0.99821,1.98851,0,14,0,0,15,0x8104,CRC Ok
13554,13541,"2025-02-07,18:00:00",1362728.093,1362728.093,714930,714930,0,2.09162,15.63643816,24.55,0.99818,1.99723,0,14,0,0,15,0x8104,CRC Ok
13555,13542,"2025-02-07,19:00:00",1362728.093,1362728.093,714930,714930,0,2.14238,16.37265104,24.49,0.99807,2.04634,0,14,0,0,15,0x8104,CRC Ok
13556,13543,"2025-02-07,20:00:00",1362728.093,1362728.093,714930,714930,0,2.07571,15.4056827,24.32,0.99821,1.98353,0,14,0,0,15,0x8104,CRC Ok
13557,13544,"2025-02-07,21:00:00",1362728.093,1362728.093,714930,714930,256,2.07661,15.41873612,24.02,0.9982,1.98641,0,14,0,0,15,0x8104,CRC Ok
13558,13545,"2025-02-07,22:00:00",1363239.99,1363239.99,715186,715186,221,2.10371,15.8117891,24,0.99814,2.01252,0,14,0,0,15,0x8104,CRC Ok
13559,13546,"2025-02-07,23:00:00",1363682.434,1363682.434,715407,715407,264,2.10898,15.88822412,24.02,0.99812,2.01749,0,14,0,0,15,0x8104,CRC Ok
13560,13547,"2025-02-08,00:00:00",1364210.42,1364210.42,715671,715671,293,2.09097,15.62701069,23.95,0.99816,2.00064,0,14,0,0,15,0x8104,CRC Ok
13561,13548,"2025-02-08,01:00:00",1364796.595,1364796.595,715964,715964,293,2.09198,15.64165952,23.84,0.99816,2.00237,0,14,0,0,15,0x8104,CRC Ok
13562,13549,"2025-02-08,02:00:00",1365383.457,1365383.457,716257,716257,294,2.09416,15.67327781,23.71,0.99815,2.00539,0,14,0,0,15,0x8104,CRC Ok
13563,13550,"2025-02-08,03:00:00",1365972.772,1365972.772,716551,716551,281,2.09274,15.65268241,23.54,0.99816,2.00512,0,14,0,0,15,0x8104,CRC Ok
13564,13551,"2025-02-08,04:00:00",1366537.01,1366537.01,716832,716832,243,2.09915,15.74565177,23.33,0.99813,2.01275,0,14,0,0,15,0x8104,CRC Ok
13565,13552,"2025-02-08,05:00:00",1367025.382,1367025.382,717075,717075,120,2.10892,15.8873539,23.17,0.99811,2.02326,0,14,0,0,15,0x8104,CRC Ok
13566,13553,"2025-02-08,06:00:00",1367266.969,1367266.969,717195,717195,253,2.14425,16.39977315,22.88,0.998,2.05942,0,14,0,0,15,0x8104,CRC Ok
13567,13554,"2025-02-08,07:00:00",1367774.602,1367774.602,717448,717448,293,2.10523,15.83383487,23.15,0.9981,2.01986,0,14,0,0,15,0x8104,CRC Ok
13568,13555,"2025-02-08,08:00:00",1368361.488,1368361.488,717741,717741,281,2.08831,15.58843058,23.48,0.99813,2.00135,0,14,0,0,15,0x8104,CRC Ok
13569,13556,"2025-02-08,09:00:00",1368923.54,1368923.54,718022,718022,288,2.09893,15.74246093,23.76,0.99814,2.00963,0,14,0,0,15,0x8104,CRC Ok
13570,13557,"2025-02-08,10:00:00",1369497.048,1369497.048,718310,718310,293,2.08198,15.49662152,24.03,0.99819,1.99149,0,14,0,0,15,0x8104,CRC Ok
13571,13558,"2025-02-08,11:00:00",1370079.024,1370079.024,718603,718603,281,2.07865,15.44832387,24.24,0.9982,1.98684,0,14,0,0,15,0x8104,CRC Ok
13572,13559,"2025-02-08,12:00:00",1370636.707,1370636.707,718884,718884,293,2.0772,15.42729336,24.43,0.99821,1.98416,0,14,0,0,15,0x8104,CRC Ok
13573,13560,"2025-02-08,13:00:00",1371217.256,1371217.256,719177,719177,286,2.07569,15.40539262,24.6,0.99823,1.98159,0,14,0,0,15,0x8104,CRC Ok
13574,13561,"2025-02-08,14:00:00",1371783.081,1371783.081,719463,719463,292,2.06995,15.32214081,24.71,0.99824,1.97535,0,14,0,0,15,0x8104,CRC Ok
13575,13562,"2025-02-08,15:00:00",1372360.869,1372360.869,719755,719755,291,2.07381,15.37812548,24.71,0.99824,1.97901,0,14,0,0,15,0x8104,CRC Ok
13576,13563,"2025-02-08,16:00:00",1372937.246,1372937.246,720046,720046,292,2.07896,15.45282005,24.68,0.99822,1.98418,0,14,0,0,15,0x8104,CRC Ok
13577,13564,"2025-02-08,17:00:00",1373516.024,1373516.024,720338,720338,274,2.08008,15.4690643,24.6,0.99823,1.98576,0,14,0,0,15,0x8104,CRC Ok
13578,13565,"2025-02-08,18:00:00",1374059.984,1374059.984,720612,720612,0,2.09243,15.64818623,24.46,0.9982,1.99854,0,14,0,0,15,0x8104,CRC Ok
13579,13566,"2025-02-08,19:00:00",1374059.984,1374059.984,720612,720612,0,2.14876,16.46518529,24.36,0.99805,2.05336,0,14,0,0,15,0x8104,CRC Ok
13580,13567,"2025-02-08,20:00:00",1374059.984,1374059.984,720612,720612,0,2.0751,15.39683538,24.11,0.9982,1.98431,0,14,0,0,15,0x8104,CRC Ok
13581,13568,"2025-02-08,21:00:00",1374059.984,1374059.984,720612,720612,288,2.0742,15.38378196,23.74,0.99819,1.98597,0,14,0,0,15,0x8104,CRC Ok
13582,13569,"2025-02-08,22:00:00",1374634.448,1374634.448,720900,720900,266,2.09008,15.6141023,23.94,0.99817,1.99989,0,14,0,0,15,0x8104,CRC Ok
13583,13570,"2025-02-08,23:00:00",1375165.803,1375165.803,721166,721166,215,2.09321,15.6594992,23.99,0.99817,2.00255,0,14,0,0,15,0x8104,CRC Ok
13584,13571,"2025-02-09,00:00:00",1375596.336,1375596.336,721381,721381,296,2.12482,16.11796432,23.81,0.99809,2.03417,0,14,0,0,15,0x8104,CRC Ok
13585,13572,"2025-02-09,01:00:00",1376188.098,1376188.098,721677,721677,296,2.08694,15.56856037,23.76,0.99817,1.99808,0,14,0,0,15,0x8104,CRC Ok
13586,13573,"2025-02-09,02:00:00",1376780.436,1376780.436,721973,721973,295,2.08689,15.56783518,23.65,0.99817,1.99878,0,14,0,0,15,0x8104,CRC Ok
13587,13574,"2025-02-09,03:00:00",1377371.408,1377371.408,722268,722268,260,2.08963,15.60757559,23.5,0.99816,2.00242,0,14,0,0,15,0x8104,CRC Ok
13588,13575,"2025-02-09,04:00:00",1377893.418,1377893.418,722528,722528,296,2.10254,15.79481965,23.36,0.9981,2.01584,0,14,0,0,15,0x8104,CRC Ok
13589,13576,"2025-02-09,05:00:00",1378486.633,1378486.633,722824,722824,141,2.08772,15.57987334,23.31,0.99813,2.0019,0,14,0,0,15,0x8104,CRC Ok
